2
40 30
-1.33333	-1	0.122555	0.827926	1
-1.26495	-1	0.084405	0.777994	1
-1.19658	-1	0.0528699	0.723774	1
-1.1282	-1	0.0285154	0.66644	1
-1.05983	-1	0.0116049	0.607099	1
-0.991451	-1	0.00219296	0.546778	1
-0.923075	-1	0.000184383	0.486422	1
-0.854699	-1	0.00537213	0.426902	1
-0.786323	-1	0.0174628	0.369012	1
-0.717947	-1	0.0360944	0.313475	1
-0.649571	-1	0.0608485	0.260948	1
-0.581195	-1	0.0912606	0.212021	1
-0.512819	-1	0.126827	0.167221	1
-0.444443	-1	0.167012	0.127013	1
-0.376067	-1	0.211251	0.0918039	1
-0.307692	-1	0.258958	0.0619375	1
-0.239316	-1	0.309527	0.0377014	1
-0.17094	-1	0.362337	0.0193245	1
-0.102564	-1	0.416756	0.00697821	1
-0.0341879	-1	0.472144	0.000776543	1
0.0341879	-1	0.527856	0.000776543	1
0.102564	-1	0.583244	0.00697821	1
0.17094	-1	0.637663	0.0193245	1
0.239316	-1	0.690473	0.0377014	1
0.307692	-1	0.741042	0.0619375	1
0.376067	-1	0.788749	0.0918039	1
0.444443	-1	0.832988	0.127013	1
0.512819	-1	0.873173	0.167221	1
0.581195	-1	0.908739	0.212021	1
0.649571	-1	0.939152	0.260948	1
0.717947	-1	0.963906	0.313475	1
0.786323	-1	0.982537	0.369012	1
0.854699	-1	0.994628	0.426902	1
0.923075	-1	0.999816	0.486422	1
0.991451	-1	0.997807	0.546778	1
1.05983	-1	0.988395	0.607099	1
1.1282	-1	0.971485	0.66644	1
1.19658	-1	0.94713	0.723774	1
1.26495	-1	0.915595	0.777994	1
1.33333	-1	0.877445	0.827926	1
-1.33333	-0.931034	0.133162	0.821252	1
-1.26495	-0.931034	0.0974756	0.771672	1
-1.19658	-0.931034	0.068432	0.718313	1
-1.1282	-0.931034	0.0464832	0.662352	1
-1.05983	-0.931034	0.0317866	0.604873	1
-0.991451	-0.931034	0.0243022	0.546858	1
-0.923075	-0.931034	0.0238543	0.489191	1
-0.854699	-0.931034	0.030171	0.432668	1
-0.786323	-0.931034	0.04291	0.378002	1
-0.717947	-0.931034	0.0616767	0.325829	1
-0.649571	-0.931034	0.0860364	0.276716	1
-0.581195	-0.931034	0.115523	0.231165	1
-0.512819	-0.931034	0.149648	0.189615	1
-0.444443	-0.931034	0.1879	0.15245	1
-0.376067	-0.931034	0.229756	0.12	1
-0.307692	-0.931034	0.274679	0.0925427	1
-0.239316	-0.931034	0.322123	0.0703065	1
-0.17094	-0.931034	0.371535	0.0534726	1
-0.102564	-0.931034	0.422356	0.0421757	1
-0.0341879	-0.931034	0.474025	0.036505	1
0.0341879	-0.931034	0.525975	0.036505	1
0.102564	-0.931034	0.577644	0.0421757	1
0.17094	-0.931034	0.628465	0.0534726	1
0.239316	-0.931034	0.677877	0.0703065	1
0.307692	-0.931034	0.725321	0.0925427	1
0.376067	-0.931034	0.770244	0.12	1
0.444443	-0.931034	0.8121	0.15245	1
0.512819	-0.931034	0.850352	0.189615	1
0.581195	-0.931034	0.884477	0.231165	1
0.649571	-0.931034	0.913964	0.276716	1
0.717947	-0.931034	0.938323	0.325829	1
0.786323	-0.931034	0.95709	0.378002	1
0.854699	-0.931034	0.969829	0.432668	1
0.923075	-0.931034	0.976146	0.489191	1
0.991451	-0.931034	0.975698	0.546858	1
1.05983	-0.931034	0.968213	0.604873	1
1.1282	-0.931034	0.953517	0.662352	1
1.19658	-0.931034	0.931568	0.718313	1
1.26495	-0.931034	0.902524	0.771672	1
1.33333	-0.931034	0.866838	0.821252	1
-1.33333	-0.862069	0.145967	0.817477	1
-1.26495	-0.862069	0.112447	0.76863	1
-1.19658	-0.862069	0.0855188	0.716434	1
-1.1282	-0.862069	0.0655453	0.662061	1
-1.05983	-0.862069	0.0526014	0.606562	1
-0.991451	-0.862069	0.0465751	0.550874	1
-0.923075	-0.862069	0.0472316	0.495821	1
-0.854699	-0.862069	0.0542535	0.442132	1
-0.786323	-0.862069	0.0672671	0.390448	1
-0.717947	-0.862069	0.0858598	0.34133	1
-0.649571	-0.862069	0.109592	0.295271	1
-0.581195	-0.862069	0.138004	0.2527	1
-0.512819	-0.862069	0.170625	0.213989	1
-0.444443	-0.862069	0.206972	0.179457	1
-0.376067	-0.862069	0.246556	0.149377	1
-0.307692	-0.862069	0.288886	0.123976	1
-0.239316	-0.862069	0.333465	0.103438	1
-0.17094	-0.862069	0.379795	0.0879089	1
-0.102564	-0.862069	0.427376	0.0774972	1
-0.0341879	-0.862069	0.475709	0.0722736	1
0.0341879	-0.862069	0.524291	0.0722736	1
0.102564	-0.862069	0.572624	0.0774972	1
0.17094	-0.862069	0.620205	0.0879089	1
0.239316	-0.862069	0.666535	0.103438	1
0.307692	-0.862069	0.711114	0.123976	1
0.376067	-0.862069	0.753444	0.149377	1
0.444443	-0.862069	0.793028	0.179457	1
0.512819	-0.862069	0.829375	0.213989	1
0.581195	-0.862069	0.861996	0.2527	1
0.649571	-0.862069	0.890408	0.295271	1
